,selected_features
0,brake_acc_min
1,brake_jerk_skewness
2,gas_acc_std
3,speed_limit_exceeded_iqrange
4,is_crossing_lane_left_peaks
5,lane_crossing_skewness
6,acc_jerk_std
7,YawRate_rms
